REGISTRY_ID,PGM_SYS_ACRNM,PGM_SYS_ID,INTEREST_TYPE,NAICS_CODE,PRIMARY_INDICATOR,CODE_DESCRIPTION
110000824029,RCRAINFO,TXD981057854,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110000825215,RCRAINFO,TXD988084539,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110000842492,RCRAINFO,TXD084281575,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110000860541,TRIS,75041SLCNM2613I,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110000874714,RCRAINFO,TXD982558710,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001870814,EIS,5841111,AIR EMISSIONS CLASSIFICATION UNKNOWN,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001870814,E-GGRT,1011813,GREENHOUSE GAS REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001870814,AIR,TX0000004811300058,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001870814,TX-TCEQ ACR,RN100794015,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001870814,RCRAINFO,TXR000009266,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001870814,TRIS,75080TWNST500WE,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001870814,AIRS/AFS,4811300058,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001880073,RCRAINFO,TXD007352982,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110001880073,TX-TCEQ ACR,RN100768985,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002052867,RMP,100000172822,RMP REPORTER,334413,UNKNOWN,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002052867,TRIS,75002KMTCN301RI,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002052867,EIS,5840711,AIR EMISSIONS CLASSIFICATION UNKNOWN,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002130818,RCRAINFO,TXD092408210,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002130818,TRIS,75016HTCHS1505W,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002130881,TRIS,75040VRQLT1000N,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002130890,RCRAINFO,TXD055318273,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002130961,RCRAINFO,TXD980867980,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002130961,TRIS,75042TXSPT714SH,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002130961,TX-TCEQ ACR,RN101445153,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131835,TX-TCEQ ACR,RN103871067,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131835,AIRS/AFS,4811300847,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131835,RCRAINFO,TXR000026724,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131835,TRIS,75243DRSNF13532,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131835,TX-TCEQ ACR,RN100857739,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131835,AIR,TX0000004811300847,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131844,AIRS/AFS,4811300416,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131844,TRIS,75243TXSNS8505F,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002131844,AIR,TX0000004811300416,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002134789,RCRAINFO,TXD066419102,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002134789,TRIS,78410LMBDS121IN,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002151411,TRIS,75244DLLSS4350B,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002151411,RCRAINFO,TXD095436747,SQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002151411,TX-TCEQ ACR,RN102595816,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002343161,TX-TCEQ ACR,RN103772034,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002345132,RCRAINFO,TXD980878722,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002345230,TX-TCEQ ACR,RN101466324,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002345230,AIRS/AFS,4843900487,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002345230,AIR,TX0000004843900487,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002345230,TRIS,76017NTNLS1111W,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002345230,RCRAINFO,TXD000742270,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002345230,EIS,6509311,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002346239,TRIS,75090TXSNS6400H,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002346239,AIRS/AFS,4818100044,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002346239,AIR,TX0000004818100044,AIR MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002346239,EIS,4019911,AIR EMISSIONS CLASSIFICATION UNKNOWN,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002346239,TX-TCEQ ACR,RN103064853,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002346453,TX-TCEQ ACR,RN102067691,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110002346453,RCRAINFO,TXD981056104,VSQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005014947,RCRAINFO,TX0000198135,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005032623,RCRAINFO,TXD006771182,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005033935,TX-TCEQ ACR,RN100677301,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005033935,RCRAINFO,TXD007344898,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005045780,RCRAINFO,TXD028674380,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005046226,RCRAINFO,TXD033536491,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005049802,RCRAINFO,TXD047837828,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005050951,RCRAINFO,TXD050854041,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005053100,RCRAINFO,TXD055123277,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005053949,TX-TCEQ ACR,RN100698620,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005053949,TRIS,75040MCRPC905EW,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005053949,EIS,4607611,AIR EMISSIONS CLASSIFICATION UNKNOWN,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005053949,RCRAINFO,TXD056367113,SQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,RCRAINFO,TXD007321904,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,TRIS,75243TXSNS13500,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,E-GGRT,1003945,GREENHOUSE GAS REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,EIS,6476311,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,AIR,TX0000004811300006,AIR MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,RCRAINFO,TXD066333386,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,TX-TCEQ ACR,RN102505195,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005058043,AIRS/AFS,4811300006,AIR MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005062074,RCRAINFO,TXD076705961,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005063876,RCRAINFO,TXD080277148,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005063876,TRIS,78758STKTK8900S,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005067140,RCRAINFO,TXD093743334,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005071750,TX-TCEQ ACR,RN100568344,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005082800,RCRAINFO,TXD981052384,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005083596,RCRAINFO,TXD981055601,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005083952,RCRAINFO,TXD981056864,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005087930,RCRAINFO,TXD981153034,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005090855,RCRAINFO,TXD981586373,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005106777,RCRAINFO,TXD982550287,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005106777,TX-TCEQ ACR,RN103791745,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005121750,RCRAINFO,TXD987997319,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005122848,RCRAINFO,TXD988001137,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005128361,RCRAINFO,TXD988026811,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005142862,RCRAINFO,TXD988052783,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005142862,TX-TCEQ ACR,RN100658285,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005169833,RCRAINFO,TXR000010447,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005178538,RCRAINFO,TXR000022541,TRANSPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005178538,TX-TCEQ ACR,RN100615921,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005179644,RCRAINFO,TXR000024158,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005184816,RCRAINFO,TXR000031534,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005184816,TX-TCEQ ACR,RN101474377,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005184825,OSHA-OIS,339868721,OSHA ESTABLISHMENT,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110005184825,OSHA-OIS,339868390,OSHA ESTABLISHMENT,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110006453006,TX-TCEQ ACR,RN100616069,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110006533652,AIRS/AFS,481136E315,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110006840115,TX-TCEQ ACR,RN102157328,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110006840115,RCRAINFO,TXD982306342,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110006840115,TRIS,75020TXSNSGRAYS,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110008154120,RCRAINFO,TXD980870521,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110008158288,RCRAINFO,TXD982551210,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012183546,TX-TCEQ ACR,RN100674571,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012183546,RCRAINFO,TXR000043117,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012255380,RCRAINFO,TXR000042176,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012487629,TRIS,75038TCCRL1801H,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012487629,RCRAINFO,TXD988024170,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012487629,TX-TCEQ ACR,RN102198868,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012487629,TX-TCEQ ACR,RN100661636,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012487629,RCRAINFO,TXD007359524,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012487629,EIS,4589211,AIR EMISSIONS CLASSIFICATION UNKNOWN,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012489850,EIS,4162111,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012489850,RCRAINFO,TXD982758641,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110012489850,TRIS,75006PTKTC1215W,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110017299145,AIRS/AFS,4811300223,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110017299145,EIS,4146411,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110017299145,TRIS,75006SGSTH1310E,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110017299145,TX-TCEQ ACR,RN100649011,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110017299145,RCRAINFO,TXD047830443,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110017299145,AIR,TX0000004811300223,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110021017656,RCRAINFO,TXR000062505,VSQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110021017656,TX-TCEQ ACR,RN105175012,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110021085172,EIS,5779511,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110021149988,EIS,5679811,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022435836,TX-TCEQ ACR,RN104566161,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022435836,TRIS,7508WTXSNS3WEST,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022435836,RMP,100000219747,RMP REPORTER,334413,UNKNOWN,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022435836,RCRAINFO,TXR000063891,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022435836,ICIS,3601299807,ENFORCEMENT/COMPLIANCE ACTIVITY,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022435836,ICIS,3601299807,FORMAL ENFORCEMENT ACTION,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022435836,E-GGRT,1008059,GREENHOUSE GAS REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022478950,TX-TCEQ ACR,RN104758693,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110022478950,RCRAINFO,TXR000064469,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110033245502,TX-TCEQ ACR,RN103934022,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110033348624,TX-TCEQ ACR,RN101135440,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110033511439,TX-TCEQ ACR,RN104883327,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110033906138,TX-TCEQ ACR,RN104261367,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
